Batch Name,Process,Manufacturer,DoM,Unit Operation,Parameter,Value
C0002,Core Production Process,Manufacturer_C,2022-05-29,B,Energy Input,1701.33
C0002,Core Production Process,Manufacturer_C,2022-05-29,B,Transfer Velocity,7.453
C0002,Core Production Process,Manufacturer_C,2022-05-29,B,Stability Metric,97.491
C0002,Core Production Process,Manufacturer_C,2022-05-29,C,Final Yield,
C0002,Core Production Process,Manufacturer_C,2022-05-29,C,Quality Index,85.619
C0002,Core Production Process,Manufacturer_C,2022-05-29,C,Cycle Duration,148.213
C0002,Core Production Process,Manufacturer_C,2022-05-29,C,System Load,438.204
C0003,Core Production Process,Manufacturer_C,2022-06-18,A,Process Time,49.302
C0003,Core Production Process,Manufacturer_C,2022-06-18,A,Temperature Index,100.561
C0003,Core Production Process,Manufacturer_C,2022-06-18,A,Flow Setting,12.035
C0003,Core Production Process,Manufacturer_C,2022-06-18,A,Material Ratio,0.93
C0003,Core Production Process,Manufacturer_C,2022-06-18,B,Mixing Rate,340.036
C0003,Core Production Process,Manufacturer_C,2022-06-18,B,Hold Duration,104.152
C0003,Core Production Process,Manufacturer_C,2022-06-18,B,Energy Input,
C0003,Core Production Process,Manufacturer_C,2022-06-18,B,Transfer Velocity,8.404
C0003,Core Production Process,Manufacturer_C,2022-06-18,B,Stability Metric,96.273
C0003,Core Production Process,Manufacturer_C,2022-06-18,C,Final Yield,88.741
C0003,Core Production Process,Manufacturer_C,2022-06-18,C,Quality Index,84.385
C0003,Core Production Process,Manufacturer_C,2022-06-18,C,Cycle Duration,137.886
C0003,Core Production Process,Manufacturer_C,2022-06-18,C,System Load,386.915
B0007,Core Production Process,Manufacturer_B,2022-07-03,A,Process Time,46.637
B0007,Core Production Process,Manufacturer_B,2022-07-03,A,Temperature Index,103.55
B0007,Core Production Process,Manufacturer_B,2022-07-03,A,Flow Setting,12.564
B0007,Core Production Process,Manufacturer_B,2022-07-03,A,Material Ratio,0.964
B0007,Core Production Process,Manufacturer_B,2022-07-03,B,Mixing Rate,305.587
B0007,Core Production Process,Manufacturer_B,2022-07-03,B,Hold Duration,85.793
B0007,Core Production Process,Manufacturer_B,2022-07-03,B,Energy Input,1502.124
B0007,Core Production Process,Manufacturer_B,2022-07-03,B,Transfer Velocity,8.389
B0007,Core Production Process,Manufacturer_B,2022-07-03,B,Stability Metric,115.485
B0007,Core Production Process,Manufacturer_B,2022-07-03,C,Final Yield,91.988
B0007,Core Production Process,Manufacturer_B,2022-07-03,C,Quality Index,91.593
B0007,Core Production Process,Manufacturer_B,2022-07-03,C,Cycle Duration,156.553
B0007,Core Production Process,Manufacturer_B,2022-07-03,C,System Load,351.623
C0004,Core Production Process,Manufacturer_C,2022-07-19,A,Process Time,50.871
C0004,Core Production Process,Manufacturer_C,2022-07-19,A,Temperature Index,100.296
C0004,Core Production Process,Manufacturer_C,2022-07-19,A,Flow Setting,12.182
C0004,Core Production Process,Manufacturer_C,2022-07-19,A,Material Ratio,0.925
C0004,Core Production Process,Manufacturer_C,2022-07-19,B,Mixing Rate,347.752
C0004,Core Production Process,Manufacturer_C,2022-07-19,B,Hold Duration,86.733
C0004,Core Production Process,Manufacturer_C,2022-07-19,B,Energy Input,1501.079
C0004,Core Production Process,Manufacturer_C,2022-07-19,B,Transfer Velocity,7.785
C0004,Core Production Process,Manufacturer_C,2022-07-19,B,Stability Metric,94.067
C0004,Core Production Process,Manufacturer_C,2022-07-19,C,Final Yield,89.492
C0004,Core Production Process,Manufacturer_C,2022-07-19,C,Quality Index,83.641
C0004,Core Production Process,Manufacturer_C,2022-07-19,C,Cycle Duration,136.589
C0004,Core Production Process,Manufacturer_C,2022-07-19,C,System Load,433.329
A0002,Core Production Process,Manufacturer_A,2022-08-08,A,Process Time,44.485
A0002,Core Production Process,Manufacturer_A,2022-08-08,A,Temperature Index,102.559
A0002,Core Production Process,Manufacturer_A,2022-08-08,A,Flow Setting,13.141
A0002,Core Production Process,Manufacturer_A,2022-08-08,A,Material Ratio,0.966
A0002,Core Production Process,Manufacturer_A,2022-08-08,B,Mixing Rate,331.344
A0002,Core Production Process,Manufacturer_A,2022-08-08,B,Hold Duration,110.472
A0002,Core Production Process,Manufacturer_A,2022-08-08,B,Energy Input,1479.31
A0002,Core Production Process,Manufacturer_A,2022-08-08,B,Transfer Velocity,9.194
A0002,Core Production Process,Manufacturer_A,2022-08-08,B,Stability Metric,99.18
A0002,Core Production Process,Manufacturer_A,2022-08-08,C,Final Yield,
A0002,Core Production Process,Manufacturer_A,2022-08-08,C,Quality Index,81.224
A0002,Core Production Process,Manufacturer_A,2022-08-08,C,Cycle Duration,136.961
A0002,Core Production Process,Manufacturer_A,2022-08-08,C,System Load,403.282
B0008,Core Production Process,Manufacturer_B,2022-08-24,A,Process Time,56.777
B0008,Core Production Process,Manufacturer_B,2022-08-24,A,Temperature Index,104.706
B0008,Core Production Process,Manufacturer_B,2022-08-24,A,Flow Setting,13.001
B0008,Core Production Process,Manufacturer_B,2022-08-24,A,Material Ratio,1.048
B0008,Core Production Process,Manufacturer_B,2022-08-24,B,Mixing Rate,323.531
B0008,Core Production Process,Manufacturer_B,2022-08-24,B,Hold Duration,112.346
B0008,Core Production Process,Manufacturer_B,2022-08-24,B,Energy Input,1606.235
B0008,Core Production Process,Manufacturer_B,2022-08-24,B,Transfer Velocity,7.649
B0008,Core Production Process,Manufacturer_B,2022-08-24,B,Stability Metric,103.777
B0008,Core Production Process,Manufacturer_B,2022-08-24,C,Final Yield,98.723
B0008,Core Production Process,Manufacturer_B,2022-08-24,C,Quality Index,87.755
B0008,Core Production Process,Manufacturer_B,2022-08-24,C,Cycle Duration,154.964
B0008,Core Production Process,Manufacturer_B,2022-08-24,C,System Load,421.539
A0003,Core Production Process,Manufacturer_A,2022-09-09,A,Process Time,46.7
A0003,Core Production Process,Manufacturer_A,2022-09-09,A,Temperature Index,104.301
A0003,Core Production Process,Manufacturer_A,2022-09-09,A,Flow Setting,12.76
A0003,Core Production Process,Manufacturer_A,2022-09-09,A,Material Ratio,1.016
A0003,Core Production Process,Manufacturer_A,2022-09-09,B,Mixing Rate,360.567
A0003,Core Production Process,Manufacturer_A,2022-09-09,B,Hold Duration,
A0003,Core Production Process,Manufacturer_A,2022-09-09,B,Energy Input,1569.804
A0003,Core Production Process,Manufacturer_A,2022-09-09,B,Transfer Velocity,8.431
A0003,Core Production Process,Manufacturer_A,2022-09-09,B,Stability Metric,103.552
A0003,Core Production Process,Manufacturer_A,2022-09-09,C,Final Yield,92.715
A0003,Core Production Process,Manufacturer_A,2022-09-09,C,Quality Index,89.154
A0003,Core Production Process,Manufacturer_A,2022-09-09,C,Cycle Duration,148.023
A0003,Core Production Process,Manufacturer_A,2022-09-09,C,System Load,429.02
A0004,Core Production Process,Manufacturer_A,2022-09-30,A,Process Time,46.759
A0004,Core Production Process,Manufacturer_A,2022-09-30,A,Temperature Index,99.104
A0004,Core Production Process,Manufacturer_A,2022-09-30,A,Flow Setting,12.37
A0004,Core Production Process,Manufacturer_A,2022-09-30,A,Material Ratio,1.174
A0004,Core Production Process,Manufacturer_A,2022-09-30,B,Mixing Rate,313.993
A0004,Core Production Process,Manufacturer_A,2022-09-30,B,Hold Duration,83.04
A0004,Core Production Process,Manufacturer_A,2022-09-30,B,Energy Input,1425.28
A0004,Core Production Process,Manufacturer_A,2022-09-30,B,Transfer Velocity,6.14
A0004,Core Production Process,Manufacturer_A,2022-09-30,B,Stability Metric,97.642
A0004,Core Production Process,Manufacturer_A,2022-09-30,C,Final Yield,90.568
A0004,Core Production Process,Manufacturer_A,2022-09-30,C,Quality Index,87.135
A0004,Core Production Process,Manufacturer_A,2022-09-30,C,Cycle Duration,144.908
A0004,Core Production Process,Manufacturer_A,2022-09-30,C,System Load,417.678
B0009,Core Production Process,Manufacturer_B,2022-10-18,A,Process Time,50.79
B0009,Core Production Process,Manufacturer_B,2022-10-18,A,Temperature Index,104.7
B0009,Core Production Process,Manufacturer_B,2022-10-18,A,Flow Setting,12.09
B0009,Core Production Process,Manufacturer_B,2022-10-18,A,Material Ratio,1.031
B0009,Core Production Process,Manufacturer_B,2022-10-18,B,Mixing Rate,304.308
B0009,Core Production Process,Manufacturer_B,2022-10-18,B,Hold Duration,103.527
B0009,Core Production Process,Manufacturer_B,2022-10-18,B,Energy Input,1564.904
B0009,Core Production Process,Manufacturer_B,2022-10-18,B,Transfer Velocity,8.364
B0009,Core Production Process,Manufacturer_B,2022-10-18,B,Stability Metric,98.399
B0009,Core Production Process,Manufacturer_B,2022-10-18,C,Final Yield,95.605
B0009,Core Production Process,Manufacturer_B,2022-10-18,C,Quality Index,86.464
B0009,Core Production Process,Manufacturer_B,2022-10-18,C,Cycle Duration,130.653
B0009,Core Production Process,Manufacturer_B,2022-10-18,C,System Load,433.737
C0005,Core Production Process,Manufacturer_C,2022-11-04,A,Process Time,47.799
C0005,Core Production Process,Manufacturer_C,2022-11-04,A,Temperature Index,100.481
C0005,Core Production Process,Manufacturer_C,2022-11-04,A,Flow Setting,12.151
C0005,Core Production Process,Manufacturer_C,2022-11-04,A,Material Ratio,1.086
C0005,Core Production Process,Manufacturer_C,2022-11-04,B,Mixing Rate,339.005
C0005,Core Production Process,Manufacturer_C,2022-11-04,B,Hold Duration,91.825
C0005,Core Production Process,Manufacturer_C,2022-11-04,B,Energy Input,1670.117
C0005,Core Production Process,Manufacturer_C,2022-11-04,B,Transfer Velocity,7.38
C0005,Core Production Process,Manufacturer_C,2022-11-04,B,Stability Metric,96.829
C0005,Core Production Process,Manufacturer_C,2022-11-04,C,Final Yield,89.102
C0005,Core Production Process,Manufacturer_C,2022-11-04,C,Quality Index,87.505
C0005,Core Production Process,Manufacturer_C,2022-11-04,C,Cycle Duration,144.264
C0005,Core Production Process,Manufacturer_C,2022-11-04,C,System Load,451.371
A0005,Core Production Process,Manufacturer_A,2022-11-25,A,Process Time,44.996
A0005,Core Production Process,Manufacturer_A,2022-11-25,A,Temperature Index,100.636
A0005,Core Production Process,Manufacturer_A,2022-11-25,A,Flow Setting,12.027
A0005,Core Production Process,Manufacturer_A,2022-11-25,A,Material Ratio,1.131
A0005,Core Production Process,Manufacturer_A,2022-11-25,B,Mixing Rate,348.436
A0005,Core Production Process,Manufacturer_A,2022-11-25,B,Hold Duration,91.713
A0005,Core Production Process,Manufacturer_A,2022-11-25,B,Energy Input,1702.719
A0005,Core Production Process,Manufacturer_A,2022-11-25,B,Transfer Velocity,9.075
A0005,Core Production Process,Manufacturer_A,2022-11-25,B,Stability Metric,98.782
A0005,Core Production Process,Manufacturer_A,2022-11-25,C,Final Yield,93.941
A0005,Core Production Process,Manufacturer_A,2022-11-25,C,Quality Index,
A0005,Core Production Process,Manufacturer_A,2022-11-25,C,Cycle Duration,171.993
A0005,Core Production Process,Manufacturer_A,2022-11-25,C,System Load,473.735
B0010,Core Production Process,Manufacturer_B,2022-12-16,A,Process Time,51.022
B0010,Core Production Process,Manufacturer_B,2022-12-16,A,Temperature Index,101.648
B0010,Core Production Process,Manufacturer_B,2022-12-16,A,Flow Setting,13.851
B0010,Core Production Process,Manufacturer_B,2022-12-16,A,Material Ratio,1.254
B0010,Core Production Process,Manufacturer_B,2022-12-16,B,Mixing Rate,341.222
B0010,Core Production Process,Manufacturer_B,2022-12-16,B,Hold Duration,104.009
B0010,Core Production Process,Manufacturer_B,2022-12-16,B,Energy Input,1326.01
B0010,Core Production Process,Manufacturer_B,2022-12-16,B,Transfer Velocity,7.753
B0010,Core Production Process,Manufacturer_B,2022-12-16,B,Stability Metric,99.468
B0010,Core Production Process,Manufacturer_B,2022-12-16,C,Final Yield,95.74
B0010,Core Production Process,Manufacturer_B,2022-12-16,C,Quality Index,
B0010,Core Production Process,Manufacturer_B,2022-12-16,C,Cycle Duration,130.884
B0010,Core Production Process,Manufacturer_B,2022-12-16,C,System Load,444.191
A0006,Core Production Process,Manufacturer_A,2023-01-01,A,Process Time,48.302
A0006,Core Production Process,Manufacturer_A,2023-01-01,A,Temperature Index,102.617
A0006,Core Production Process,Manufacturer_A,2023-01-01,A,Flow Setting,12.22
A0006,Core Production Process,Manufacturer_A,2023-01-01,A,Material Ratio,1.128
A0006,Core Production Process,Manufacturer_A,2023-01-01,B,Mixing Rate,350.294
A0006,Core Production Process,Manufacturer_A,2023-01-01,B,Hold Duration,74.025
A0006,Core Production Process,Manufacturer_A,2023-01-01,B,Energy Input,1582.183
A0006,Core Production Process,Manufacturer_A,2023-01-01,B,Transfer Velocity,8.347
A0006,Core Production Process,Manufacturer_A,2023-01-01,B,Stability Metric,97.214
A0006,Core Production Process,Manufacturer_A,2023-01-01,C,Final Yield,
A0006,Core Production Process,Manufacturer_A,2023-01-01,C,Quality Index,
A0006,Core Production Process,Manufacturer_A,2023-01-01,C,Cycle Duration,131.56
A0006,Core Production Process,Manufacturer_A,2023-01-01,C,System Load,435.314
A0007,Core Production Process,Manufacturer_A,2023-01-20,A,Process Time,45.155
A0007,Core Production Process,Manufacturer_A,2023-01-20,A,Temperature Index,102.784
A0007,Core Production Process,Manufacturer_A,2023-01-20,A,Flow Setting,12.492
A0007,Core Production Process,Manufacturer_A,2023-01-20,A,Material Ratio,1.052
A0007,Core Production Process,Manufacturer_A,2023-01-20,B,Mixing Rate,357.079
A0007,Core Production Process,Manufacturer_A,2023-01-20,B,Hold Duration,105.841
A0007,Core Production Process,Manufacturer_A,2023-01-20,B,Energy Input,1357.473
A0007,Core Production Process,Manufacturer_A,2023-01-20,B,Transfer Velocity,7.463
A0007,Core Production Process,Manufacturer_A,2023-01-20,B,Stability Metric,96.68
A0007,Core Production Process,Manufacturer_A,2023-01-20,C,Final Yield,94.259
A0007,Core Production Process,Manufacturer_A,2023-01-20,C,Quality Index,99.22
A0007,Core Production Process,Manufacturer_A,2023-01-20,C,Cycle Duration,124.015
A0007,Core Production Process,Manufacturer_A,2023-01-20,C,System Load,406.232
A0008,Core Production Process,Manufacturer_A,2023-02-07,A,Process Time,51.639
A0008,Core Production Process,Manufacturer_A,2023-02-07,A,Temperature Index,104.633
A0008,Core Production Process,Manufacturer_A,2023-02-07,A,Flow Setting,12.226
A0008,Core Production Process,Manufacturer_A,2023-02-07,A,Material Ratio,1.116
A0008,Core Production Process,Manufacturer_A,2023-02-07,B,Mixing Rate,309.152
A0008,Core Production Process,Manufacturer_A,2023-02-07,B,Hold Duration,88.053
A0008,Core Production Process,Manufacturer_A,2023-02-07,B,Energy Input,1680.81
A0008,Core Production Process,Manufacturer_A,2023-02-07,B,Transfer Velocity,8.684
A0008,Core Production Process,Manufacturer_A,2023-02-07,B,Stability Metric,98.772
A0008,Core Production Process,Manufacturer_A,2023-02-07,C,Final Yield,91.885
A0008,Core Production Process,Manufacturer_A,2023-02-07,C,Quality Index,89.826
A0008,Core Production Process,Manufacturer_A,2023-02-07,C,Cycle Duration,158.342
A0008,Core Production Process,Manufacturer_A,2023-02-07,C,System Load,367.686
A0009,Core Production Process,Manufacturer_A,2023-02-22,A,Process Time,47.973
A0009,Core Production Process,Manufacturer_A,2023-02-22,A,Temperature Index,101.385
A0009,Core Production Process,Manufacturer_A,2023-02-22,A,Flow Setting,13.954
A0009,Core Production Process,Manufacturer_A,2023-02-22,A,Material Ratio,1.118
A0009,Core Production Process,Manufacturer_A,2023-02-22,B,Mixing Rate,285.0
A0009,Core Production Process,Manufacturer_A,2023-02-22,B,Hold Duration,89.528
A0009,Core Production Process,Manufacturer_A,2023-02-22,B,Energy Input,1523.118
A0009,Core Production Process,Manufacturer_A,2023-02-22,B,Transfer Velocity,8.652
A0009,Core Production Process,Manufacturer_A,2023-02-22,B,Stability Metric,94.339
A0009,Core Production Process,Manufacturer_A,2023-02-22,C,Final Yield,94.013
A0009,Core Production Process,Manufacturer_A,2023-02-22,C,Quality Index,89.263
A0009,Core Production Process,Manufacturer_A,2023-02-22,C,Cycle Duration,145.5
A0009,Core Production Process,Manufacturer_A,2023-02-22,C,System Load,426.576
C0006,Core Production Process,Manufacturer_C,2023-03-15,A,Process Time,44.391
C0006,Core Production Process,Manufacturer_C,2023-03-15,A,Temperature Index,102.931
C0006,Core Production Process,Manufacturer_C,2023-03-15,A,Flow Setting,12.194
C0006,Core Production Process,Manufacturer_C,2023-03-15,A,Material Ratio,1.164
C0006,Core Production Process,Manufacturer_C,2023-03-15,B,Mixing Rate,312.659
C0006,Core Production Process,Manufacturer_C,2023-03-15,B,Hold Duration,91.456
C0006,Core Production Process,Manufacturer_C,2023-03-15,B,Energy Input,1506.549
C0006,Core Production Process,Manufacturer_C,2023-03-15,B,Transfer Velocity,8.168
C0006,Core Production Process,Manufacturer_C,2023-03-15,B,Stability Metric,
C0006,Core Production Process,Manufacturer_C,2023-03-15,C,Final Yield,
C0006,Core Production Process,Manufacturer_C,2023-03-15,C,Quality Index,87.199
C0006,Core Production Process,Manufacturer_C,2023-03-15,C,Cycle Duration,151.04
C0006,Core Production Process,Manufacturer_C,2023-03-15,C,System Load,398.536
A0010,Core Production Process,Manufacturer_A,2023-04-01,A,Process Time,52.603
A0010,Core Production Process,Manufacturer_A,2023-04-01,A,Temperature Index,101.484
A0010,Core Production Process,Manufacturer_A,2023-04-01,A,Flow Setting,13.392
A0010,Core Production Process,Manufacturer_A,2023-04-01,A,Material Ratio,1.128
A0010,Core Production Process,Manufacturer_A,2023-04-01,B,Mixing Rate,
A0010,Core Production Process,Manufacturer_A,2023-04-01,B,Hold Duration,95.098
A0010,Core Production Process,Manufacturer_A,2023-04-01,B,Energy Input,1576.139
A0010,Core Production Process,Manufacturer_A,2023-04-01,B,Transfer Velocity,9.166
A0010,Core Production Process,Manufacturer_A,2023-04-01,B,Stability Metric,97.733
A0010,Core Production Process,Manufacturer_A,2023-04-01,C,Final Yield,92.708
A0010,Core Production Process,Manufacturer_A,2023-04-01,C,Quality Index,89.36
A0010,Core Production Process,Manufacturer_A,2023-04-01,C,Cycle Duration,132.897
A0010,Core Production Process,Manufacturer_A,2023-04-01,C,System Load,403.711
A0011,Core Production Process,Manufacturer_A,2023-04-20,A,Process Time,52.652
A0011,Core Production Process,Manufacturer_A,2023-04-20,A,Temperature Index,101.249
A0011,Core Production Process,Manufacturer_A,2023-04-20,A,Flow Setting,12.532
A0011,Core Production Process,Manufacturer_A,2023-04-20,A,Material Ratio,1.134
A0011,Core Production Process,Manufacturer_A,2023-04-20,B,Mixing Rate,314.36
A0011,Core Production Process,Manufacturer_A,2023-04-20,B,Hold Duration,92.288
A0011,Core Production Process,Manufacturer_A,2023-04-20,B,Energy Input,1622.83
A0011,Core Production Process,Manufacturer_A,2023-04-20,B,Transfer Velocity,9.796
A0011,Core Production Process,Manufacturer_A,2023-04-20,B,Stability Metric,98.291
A0011,Core Production Process,Manufacturer_A,2023-04-20,C,Final Yield,95.979
A0011,Core Production Process,Manufacturer_A,2023-04-20,C,Quality Index,88.357
A0011,Core Production Process,Manufacturer_A,2023-04-20,C,Cycle Duration,154.651
A0011,Core Production Process,Manufacturer_A,2023-04-20,C,System Load,440.847
